Site_ID,site_name,VI,variable,duration,intensity,ancient_group,family,genus,species,Lon,Lat,Elevation,Continent,Country,type,yr_strat,yr_end,yr_len,SOS_Month,EOS_Month,GS_Months,Num_GS_Months,lab,TMP_sd_gs_mean,PRE_sd_gs_mean,SR_sd_gs_mean,CO2_sd_gs_mean,VPD_sd_gs_mean,TRW_mean,TMP_mean,PRE_mean,SR_mean,CO2_mean,VPD_mean,TRW_cv,TMP_cv,PRE_cv,SR_cv,CO2_cv,VPD_cv,species_for_matching,phylo_depth,branch_length,sister_distance,phylo_match_type
403,australia_ausl051,TRW,TRW,2,0.36499,AncientGroup_A_1,Meliaceae,Toona,Toona ciliata,145.58,-17.3,720,australia,Queensland,Warm Humid,1940,2000,61,7,1,"7,8,9,10,11,12,1",7,154732,2.913446701,151.2893956,36.76672169,1.217498756,0.170773174,0.939109238,22.36627669,886.480346,1409.941447,327.0673187,1.047733169,0.408247108,0.02536009,0.399412695,0.115160598,0.049489653,0.033277829,Toona ciliata,313.316693,11.733335,23.466669,species_level
404,australia_ausl052,TRW,TRW,3,0.31981,AncientGroup_A_1,Meliaceae,Toona,Toona ciliata,153.13,-28.25,750,australia,New South Wales,Warm Humid,1940,2001,62,1,12,"1,2,3,4,5,6,7,8,9,10,11,12",12,170587,3.735365096,105.580658,58.70577528,1.156552151,0.178147477,0.951861806,18.38763471,1550.762929,2474.147954,329.0114313,0.854728576,0.376720711,0.024801617,0.227615686,0.019927557,0.052026534,0.037790334,Toona ciliata,313.316693,11.733335,23.466669,species_level
405,australia_ausl056,TRW,TRW,3,0.24327,AncientGroup_D_4,Cupressaceae,Callitris,Callitris intratropica R. Baker & H.G. Smith,132.21,-13.61,200,australia,Australia,Warm Humid,1940,2006,67,11,9,"11,12,1,2,3,4,5,6,7,8,9",11,149665,2.830066539,129.2036283,24.27679435,1.449630893,0.237000789,0.984522284,26.37375279,1181.843305,2193.189081,331.9000974,1.524504069,0.268745502,0.020000513,0.179764779,0.043449361,0.059689268,0.040139968,Callitris intratropica,317.410187,7.63984,15.27968,species_level
406,australia_ausl057,TRW,TRW,3,0.24111,AncientGroup_D_4,Cupressaceae,Callitris,Callitris intratropica R. Baker & H.G. Smith,131.53,-13.6,None,australia,Australia,Warm Humid,1940,2006,67,11,8,"11,12,1,2,3,4,5,6,7,8",10,149664,2.900297773,132.8473682,19.84166686,1.311604313,0.228528239,1.01793143,26.4967915,1189.294051,1962.613577,331.9259489,1.513870815,0.237976364,0.020174115,0.179845608,0.048007111,0.059643464,0.042268389,Callitris intratropica,317.410187,7.63984,15.27968,species_level
407,australia_ausl058,TRW,TRW,2,0.16164,AncientGroup_D_4,Cupressaceae,Callitris,Callitris intratropica R. Baker & H.G. Smith,130.85,-13.29,200,australia,Australia,Warm Humid,1940,2007,68,10,7,"10,11,12,1,2,3,4,5,6,7",10,148942,2.356571891,151.2795499,23.10074394,0.930391426,0.276144687,0.990578425,26.90489532,1416.757376,1983.069889,331.7072561,1.457046824,0.158046539,0.019368941,0.176235086,0.054671307,0.061178825,0.045267787,Callitris intratropica,317.410187,7.63984,15.27968,species_level
408,australia_ausl059,TRW,TRW,2,0.20824,AncientGroup_D_4,Cupressaceae,Callitris,Callitris intratropica R. Baker & H.G. Smith,134.25,-12.05,200,australia,Australia,Warm Humid,1940,2007,68,1,7,"1,2,3,4,5,6,7",7,147509,1.972011505,142.8019366,15.392158,1.460493544,0.181089318,0.988832009,26.83130292,933.8514842,1311.288065,331.5056269,1.22440665,0.215889463,0.018644429,0.198105313,0.050144114,0.061435727,0.056068411,Callitris intratropica,317.410187,7.63984,15.27968,species_level
409,australia_newz079,TRW,TRW,3,0.22142,AncientGroup_D_4,Araucariaceae,Agathis,Agathis australis (D. Don) Loudon,173.73,-35.27,305,australia,New Zealand,Warm Humid,1940,2002,63,6,2,"6,7,8,9,10,11,12,1,2",9,180708,3.20052769,69.68738298,72.72593616,0.54744324,0.103764541,1.000507243,14.07821896,1285.169862,1635.168163,327.9566572,0.262570603,0.264011388,0.047490507,0.181346575,0.092859436,0.052571108,0.064278259,Agathis australis,306.77205,18.277977,36.555954,species_level
410,australia_newz081,TRW,TRW,3,0.34268,AncientGroup_D_4,Araucariaceae,Agathis,Agathis australis (D. Don) Loudon,173.28,-35.37,468,australia,New Zealand,Warm Humid,1940,2002,63,7,2,"7,8,9,10,11,12,1,2",8,180707,3.242325029,63.55468424,66.8165387,0.516141972,0.102190213,1.165158733,14.69007965,1061.323828,1556.952018,327.8719866,0.302979369,0.356460732,0.043479481,0.184166698,0.09106186,0.052586202,0.061847747,Agathis australis,306.77205,18.277977,36.555954,species_level
411,australia_newz119,TRW,TRW,4,0.12095,AncientGroup_D_4,Podocarpaceae,Halocarpus,Halocarpus biformis (Hook.) Quinn,167.76,-46.84,100,australia,New Zealand,Warm Humid,1940,2013,74,10,5,"10,11,12,1,2,3,4,5",8,197256,2.12372916,38.85292101,65.10250706,0.987801512,0.062090076,1.234623823,10.90138531,833.5229874,1210.529573,335.7020223,0.215720056,0.164964484,0.041757025,0.145849142,0.064478021,0.071108285,0.056775495,Halocarpus biformis,284.898321,40.151706,80.303412,species_level
412,australia_newz124,TRW,TRW,4,0.14134,AncientGroup_D_4,Cupressaceae,Libocedrus,Libocedrus bidwillii Hook. f.,171.57,-42.71,870,australia,New Zealand,Warm Humid,1940,2010,71,11,4,"11,12,1,2,3,4",6,191504,2.046182154,105.4416235,61.23030156,1.573915194,0.0600084,1.071876801,11.5927232,1550.073267,1161.972428,335.436512,0.252347205,0.23368908,0.049137736,0.177183989,0.057084624,0.066027378,0.053248669,Libocedrus bidwillii,304.384142,20.665885,41.33177,species_level
413,australia_newz125,TRW,TRW,4,0.21539,AncientGroup_D_4,Cupressaceae,Libocedrus,Libocedrus bidwillii Hook. f.,171.74,-42.5,200,australia,New Zealand,Warm Humid,1940,2004,65,11,4,"11,12,1,2,3,4",6,191504,2.03652057,104.5589471,61.19562662,1.53254894,0.060155696,0.895184331,11.5700002,1565.38772,1160.805712,331.4462244,0.253177313,0.303257813,0.050555947,0.17934713,0.059329938,0.055980948,0.053138913,Libocedrus bidwillii,304.384142,20.665885,41.33177,species_level
414,australia_newz127,TRW,TRW,4,0.1635,AncientGroup_D_4,Cupressaceae,Libocedrus,Libocedrus bidwillii Hook. f.,171.8,-42.38,244,australia,New Zealand,Warm Humid,1940,2009,70,8,6,"8,9,10,11,12,1,2,3,4,5,6",11,190784,3.826949337,96.51037143,72.96180465,1.654152401,0.077669886,1.075956194,10.38798719,2653.748615,1676.715519,334.8476599,0.175979175,0.203419645,0.043994888,0.118621189,0.06752655,0.064387771,0.0588557,Libocedrus bidwillii,304.384142,20.665885,41.33177,species_level
415,australia_newz129,TRW,TRW,4,0.16271,AncientGroup_D_4,Cupressaceae,Libocedrus,Libocedrus bidwillii Hook. f.,172.12,-42.32,672,australia,New Zealand,Warm Humid,1940,2012,73,9,4,"9,10,11,12,1,2,3,4",8,190785,2.946772222,78.35830881,56.16104222,1.379227205,0.06295193,0.980776425,10.05599331,1480.179478,1471.607615,336.416758,0.238369756,0.215102455,0.049302072,0.1452336,0.067059487,0.069182642,0.050742379,Libocedrus bidwillii,304.384142,20.665885,41.33177,species_level
416,australia_newz130,TRW,TRW,3,0.15947,AncientGroup_D_4,Podocarpaceae,Phyllocladus,Phyllocladus alpinus Hook. f. =Phyllocladus trichomanoides D. Don var. alpinus (Hook. f.) Parl.,171.57,-42.9,915,australia,New Zealand,Warm Humid,1940,2015,76,11,4,"11,12,1,2,3,4",6,191504,2.034013706,104.172928,61.16406468,1.609030035,0.060421786,1.085515506,11.61929844,1541.93687,1161.617804,338.9981745,0.252228907,0.176196873,0.048371275,0.17847755,0.05579737,0.074685674,0.052006424,Phyllocladus alpinus,319.362075,5.687952,11.375904,species_level
417,centralamerica_gtm002,TRW,TRW,3,0.24975,AncientGroup_D_4,Cupressaceae,Taxodium,Taxodium mucronatum Ten.,-91.81,15.91,642,centralamerica,Guatemala,Warm Humid,1940,2009,70,5,1,"5,6,7,8,9,10,11,12,1",9,106737,1.386010614,166.9684432,40.10820353,3.633461926,0.080612026,0.843018374,19.26730197,2315.255753,2082.934881,336.7094172,0.394830614,0.307353979,0.028247433,0.196395015,0.111879715,0.061816652,0.058994495,Taxodium mucronatum,324.611451,0.438576,0.877152,species_level
418,centralamerica_gtm003,TRW,TRW,3,0.42157,AncientGroup_A_1,Meliaceae,Swietenia,Swietenia macrophylla King,-89.28,17.74,156,centralamerica,Guatemala,Warm Humid,1940,2020,81,1,12,"1,2,3,4,5,6,7,8,9,10,11,12",12,103862,1.979991098,75.98841075,40.97480214,1.264410489,0.158579551,0.968098096,25.46440365,1337.407431,2800.083892,341.6732667,0.798761383,0.433622223,0.017267119,0.120916879,0.017715983,0.084700553,0.044598843,Swietenia macrophylla,291.163009,33.887018,67.774036,species_level
419,centralamerica_gtm004,TRW,TRW,3,0.45249,AncientGroup_A_1,Meliaceae,Cedrela,Cedrela odorata L.,-89.44,17.69,130,centralamerica,Guatemala,Warm Humid,1940,2020,81,1,12,"1,2,3,4,5,6,7,8,9,10,11,12",12,103862,1.979991098,75.98841075,40.97480214,1.264410489,0.158579551,0.910544894,25.46440365,1337.407431,2800.083892,341.6732667,0.798761383,0.483426997,0.017267119,0.120916879,0.017715983,0.084700553,0.044598843,Cedrela odorata,316.243251,8.806776,17.613552,species_level
420,europe_alb001,TRW,TRW,4,0.13552,AncientGroup_E_5,Pinaceae,Pinus,Pinus heldreichii Christ,19.77,42.42,1800,europe,Albania,Warm Humid,1940,2007,68,3,11,"3,4,5,6,7,8,9,10,11",9,68800,5.804285247,55.92709364,60.79639056,4.265027337,0.267245906,1.048152601,12.55473877,906.651487,1555.523146,332.569166,0.523972929,0.186357065,0.052511333,0.137477959,0.024280114,0.061384642,0.124641601,Pinus heldreichii,304.191162,20.858865,41.71773,species_level
421,europe_alb002,TRW,TRW,3,0.11738,AncientGroup_E_5,Pinaceae,Pinus,Pinus heldreichii Christ,20.23,41.8,1900,europe,Albania,Cold Dry,1940,2008,69,4,11,"4,5,6,7,8,9,10,11",8,69521,4.996602237,47.71982276,63.79981478,3.941229879,0.246185024,1.04961497,13.44202924,664.528997,1443.12291,332.6321557,0.546455661,0.132245952,0.050515837,0.15070138,0.025307172,0.06280743,0.119305885,Pinus heldreichii,304.191162,20.858865,41.71773,species_level
422,europe_alb003,TRW,TRW,2,0.10683,AncientGroup_E_5,Pinaceae,Pinus,Pinus heldreichii Christ,20.13,40.7,2000,europe,Albania,Warm Dry,1940,2008,69,3,1,"3,4,5,6,7,8,9,10,11,12,1",11,70961,6.711471428,61.69508455,73.87931142,3.960053446,0.302410421,1.134462996,11.42147585,971.6884221,1733.346973,332.527584,0.480631231,0.141724428,0.142455726,0.188409165,0.120135554,0.06160791,0.135493893,Pinus heldreichii,304.191162,20.858865,41.71773,species_level
423,europe_aust113,TRW,TRW,3,0.14139,AncientGroup_B_2,Fagaceae,Quercus,Quercus spp. L.,16.4,48.5,220,europe,Austria,Cold Dry,1940,2011,72,4,11,"4,5,6,7,8,9,10,11",8,60153,5.495034264,31.92502298,61.07872283,5.685509045,0.240956591,0.989156875,14.14826414,478.6430633,1188.370074,334.8902512,0.514521092,0.171005755,0.051822955,0.154693861,0.023989876,0.068332954,0.13759903,Quercus spp.,313.273329,11.776698,23.553396,species_level
424,europe_aust114,TRW,TRW,3,0.11861,AncientGroup_B_2,Fagaceae,Quercus,Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.,16.2,48.18,300,europe,Austria,Warm Humid,1940,2003,64,4,11,"4,5,6,7,8,9,10,11",8,60153,5.498624002,31.45609577,61.14334084,5.581919764,0.237392082,1.04134702,14.04179714,477.6890704,1188.160239,329.6185215,0.506935809,0.129322238,0.049346035,0.154821856,0.024321624,0.055426949,0.136499525,Quercus petraea,313.273329,11.776698,23.553396,species_level
425,europe_aust115,TRW,TRW,4,0.21408,AncientGroup_E_5,Pinaceae,Pinus,Pinus laricio Poir. = Pinus nigra,16.06,47.95,500,europe,Austria,Cold Dry,1940,2002,63,2,11,"2,3,4,5,6,7,8,9,10,11",10,60873,6.80468729,36.62334476,60.16407362,5.607417419,0.207595617,0.999816881,10.90650814,664.2555664,1385.197574,330.3897086,0.37677942,0.244215835,0.070752791,0.13095344,0.024447258,0.053693301,0.142961796,Pinus laricio,304.191162,20.858865,41.71773,species_level
426,europe_aut116,TRW,TRW,3,0.14322,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,13.59,47.81,1337,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,0.970083636,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.169521811,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Picea abies,317.850258,7.199769,14.399538,species_level
427,europe_aut117,TRW,TRW,3,0.15079,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,13.59,47.81,1209,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.035064484,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.205893853,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Picea abies,317.850258,7.199769,14.399538,species_level
428,europe_aut118,TRW,TRW,4,0.13064,AncientGroup_E_5,Pinaceae,Abies,Abies alba Mill.,13.59,47.81,1209,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.244144659,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.276577977,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Abies alba,320.501454,4.548573,9.097146,species_level
429,europe_aut119,TRW,TRW,4,0.28079,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,13.59,47.81,1209,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.205552479,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.32572142,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
430,europe_aut120,TRW,TRW,4,0.16579,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,13.59,47.8,978,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.095889729,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.178479497,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Picea abies,317.850258,7.199769,14.399538,species_level
431,europe_aut121,TRW,TRW,4,0.17393,AncientGroup_E_5,Pinaceae,Abies,Abies alba Mill.,13.59,47.8,978,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.112574638,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.242584109,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Abies alba,320.501454,4.548573,9.097146,species_level
432,europe_aut122,TRW,TRW,4,0.23329,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,13.59,47.8,978,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.053147329,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.265613572,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
433,europe_aut123,TRW,TRW,4,0.21881,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,13.59,47.8,791,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.266880896,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.244755164,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Picea abies,317.850258,7.199769,14.399538,species_level
434,europe_aut124,TRW,TRW,3,0.20663,AncientGroup_E_5,Pinaceae,Abies,Abies alba Mill.,13.59,47.8,791,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.45191785,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.217497918,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Abies alba,320.501454,4.548573,9.097146,species_level
435,europe_aut125,TRW,TRW,4,0.24835,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,13.59,47.8,791,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.302476915,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.322409952,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
436,europe_aut126,TRW,TRW,4,0.16761,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,13.55,47.79,527,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,0.918972765,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.285462386,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Picea abies,317.850258,7.199769,14.399538,species_level
437,europe_aut127,TRW,TRW,5,0.19076,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,13.55,47.79,527,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.170800984,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.316168722,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
438,europe_aut128,TRW,TRW,4,0.17826,AncientGroup_E_5,Pinaceae,Larix,Larix decidua Mill.,13.55,47.79,527,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,1.008821539,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.313543791,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Larix decidua,323.26781,1.782217,3.564434,species_level
439,europe_aut129,TRW,TRW,4,0.1926,AncientGroup_E_5,Pinaceae,Larix,Larix decidua Mill.,13.58,47.76,1465,europe,Austria,Cold Dry,1940,2010,71,4,11,"4,5,6,7,8,9,10,11",8,60868,4.981856423,67.81331323,60.09666356,5.465547577,0.134887032,0.961314995,10.26795794,1132.892976,1183.102438,333.2138343,0.325396522,0.252888703,0.068426726,0.125195897,0.02562245,0.066708014,0.147047634,Larix decidua,323.26781,1.782217,3.564434,species_level
440,europe_aut130,TRW,TRW,4,0.1349,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,14.42,47.76,1460,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,0.962879707,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.167297285,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Picea abies,317.850258,7.199769,14.399538,species_level
441,europe_aut131,TRW,TRW,4,0.24613,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,14.42,47.76,1460,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,0.987992205,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.297735904,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
442,europe_aut132,TRW,TRW,4,0.18306,AncientGroup_E_5,Pinaceae,Larix,Larix decidua Mill.,14.42,47.76,1460,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,1.008804708,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.325522469,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Larix decidua,323.26781,1.782217,3.564434,species_level
443,europe_aut133,TRW,TRW,4,0.12548,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,14.42,47.76,1350,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,1.001778813,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.213170059,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Picea abies,317.850258,7.199769,14.399538,species_level
444,europe_aut134,TRW,TRW,4,0.26769,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,14.42,47.76,1350,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,1.022525061,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.350355644,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
445,europe_aut135,TRW,TRW,4,0.17155,AncientGroup_E_5,Pinaceae,Larix,Larix decidua Mill.,14.42,47.76,1350,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,1.034039019,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.373690354,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Larix decidua,323.26781,1.782217,3.564434,species_level
446,europe_aut136,TRW,TRW,4,0.13397,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,14.34,47.76,950,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,0.975231143,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.175630738,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Picea abies,317.850258,7.199769,14.399538,species_level
447,europe_aut137,TRW,TRW,4,0.19003,AncientGroup_E_5,Pinaceae,Abies,Abies alba Mill.,14.34,47.76,950,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,1.165433245,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.311714928,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Abies alba,320.501454,4.548573,9.097146,species_level
448,europe_aut138,TRW,TRW,4,0.22159,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,14.34,47.76,950,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,1.211516031,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.265137057,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
449,europe_aut139,TRW,TRW,5,0.16413,AncientGroup_E_5,Pinaceae,Larix,Larix decidua Mill.,14.34,47.76,950,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,0.971632826,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.29459188,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Larix decidua,323.26781,1.782217,3.564434,species_level
450,europe_aut140,TRW,TRW,4,0.15362,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,14.44,47.75,1150,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,0.996665017,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.224541665,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Picea abies,317.850258,7.199769,14.399538,species_level
451,europe_aut141,TRW,TRW,4,0.18294,AncientGroup_E_5,Pinaceae,Abies,Abies alba Mill.,14.44,47.75,1150,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,1.05573471,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.287139212,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Abies alba,320.501454,4.548573,9.097146,species_level
452,europe_aut142,TRW,TRW,4,0.3066,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,14.44,47.75,1150,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,1.230434483,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.356370142,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
453,europe_aut143,TRW,TRW,4,0.28653,AncientGroup_E_5,Pinaceae,Larix,Larix decidua Mill.,14.44,47.75,1150,europe,Austria,Cold Dry,1940,2009,70,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.579514429,59.10495595,57.66954778,5.457405185,0.134035287,0.99686718,9.09809538,1140.067163,1301.294229,333.7303364,0.292012157,0.382534108,0.077861457,0.126188236,0.025074326,0.064987131,0.157623443,Larix decidua,323.26781,1.782217,3.564434,species_level
454,europe_aut144,TRW,TRW,4,0.12412,AncientGroup_E_5,Pinaceae,Picea,Picea abies (L.) H. Karst.,14.44,47.84,901,europe,Austria,Cold Dry,1940,2010,71,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.58009167,59.13169693,57.62503102,5.4602036,0.13402376,0.966207867,9.105164464,1140.146499,1301.421147,334.4248945,0.291663601,0.140961495,0.077519816,0.125276303,0.024905711,0.066723096,0.157003786,Picea abies,317.850258,7.199769,14.399538,species_level
455,europe_aut145,TRW,TRW,3,0.17343,AncientGroup_B_2,Fagaceae,Fagus,Fagus sylvatica L.,14.44,47.84,901,europe,Austria,Cold Dry,1940,2010,71,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.58009167,59.13169693,57.62503102,5.4602036,0.13402376,1.043388018,9.105164464,1140.146499,1301.421147,334.4248945,0.291663601,0.231723778,0.077519816,0.125276303,0.024905711,0.066723096,0.157003786,Fagus sylvatica,321.77461,3.275417,6.550834,species_level
456,europe_aut146,TRW,TRW,4,0.20028,AncientGroup_E_5,Pinaceae,Larix,Larix decidua Mill.,14.44,47.84,901,europe,Austria,Cold Dry,1940,2010,71,3,11,"3,4,5,6,7,8,9,10,11",9,60869,5.58009167,59.13169693,57.62503102,5.4602036,0.13402376,0.990643767,9.105164464,1140.146499,1301.421147,334.4248945,0.291663601,0.290552871,0.077519816,0.125276303,0.024905711,0.066723096,0.157003786,Larix decidua,323.26781,1.782217,3.564434,species_level
