Site_ID,site_name,VI,variable,duration,intensity,ancient_group,family,genus,species,Lon,Lat,Elevation,Continent,Country,type,yr_strat,yr_end,yr_len,SOS_Month,EOS_Month,GS_Months,Num_GS_Months,lab,TMP_sd_gs_mean,PRE_sd_gs_mean,SR_sd_gs_mean,CO2_sd_gs_mean,VPD_sd_gs_mean,TRW_mean,TMP_mean,PRE_mean,SR_mean,CO2_mean,VPD_mean,TRW_cv,TMP_cv,PRE_cv,SR_cv,CO2_cv,VPD_cv,species_for_matching,phylo_depth,branch_length,sister_distance,phylo_match_type
1338,northamerica_ca726,TRW,TRW,4,0.12698,AncientGroup_D_4,Cupressaceae,Sequoiadendron,Sequoiadendron giganteum (Lindl.) Buchholz,-119,37,None,northamerica,California,Cold Dry,1940,2012,73,4,11,"4,5,6,7,8,9,10,11",8,76443,5.857554852,29.94804163,53.36199689,1.626485463,0.349885276,1.053724555,12.03664405,194.1917844,1377.551238,335.680606,0.776713494,0.160858959,0.047468929,0.42032015,0.028405619,0.070323632,0.047900456,Sequoiadendron giganteum,287.102269,37.947759,75.895517,species_level
1339,northamerica_ca727,TRW,TRW,3,0.12296,AncientGroup_E_5,Pinaceae,Pinus,Pinus lambertiana Douglas,-119.82,37.77,1843,northamerica,California,Warm Humid,1940,2017,78,4,11,"4,5,6,7,8,9,10,11",8,75001,5.580849672,51.6173554,51.41957453,2.041422162,0.385342731,0.995128016,13.22948744,321.4064169,1321.723245,339.4726044,0.828617661,0.131142566,0.049425814,0.359695235,0.03222512,0.079314314,0.057400807,Pinus lambertiana,304.191162,20.858865,41.71773,species_level
1340,northamerica_ca728,TRW,TRW,3,0.11344,AncientGroup_E_5,Pinaceae,Pinus,Pinus lambertiana Douglas,-119.82,37.77,1843,northamerica,California,Warm Humid,1940,2019,80,4,11,"4,5,6,7,8,9,10,11",8,75001,5.582950532,51.4954131,51.43477726,2.072077565,0.387354926,1.005984015,13.258594,320.2062564,1322.350226,341.0095976,0.831117882,0.119794001,0.05063528,0.358410208,0.032663415,0.082944149,0.059585147,Pinus lambertiana,304.191162,20.858865,41.71773,species_level
1341,northamerica_ca729,TRW,TRW,4,0.20372,AncientGroup_E_5,Pinaceae,Pinus,Pinus ponderosa Douglas ex C. Lawson,-118.61,35.65,1610,northamerica,California,Warm Dry,1940,2020,81,1,7,"1,2,3,4,5,6,7",7,77883,7.863173254,27.64652539,55.68126959,1.887308939,0.681917331,0.953444312,14.77813075,178.0753115,1160.855319,342.1842666,0.942522268,0.240899574,0.054255196,0.464847071,0.033960612,0.08452419,0.061830776,Pinus ponderosa,304.191162,20.858865,41.71773,species_level
1342,northamerica_ca737,TRW,TRW,4,0.12267,AncientGroup_E_5,Pinaceae,Abies,Abies concolor (Gordon) Lindl. ex Hildebr.,-120.39,38.54,1400,northamerica,California,Cold Dry,1940,2019,80,4,11,"4,5,6,7,8,9,10,11",8,73560,5.297651749,59.67248025,49.51109796,2.418306058,0.312930421,0.984719346,10.65562517,385.5600059,1270.444074,341.3126206,0.692285483,0.150251776,0.064593145,0.369980393,0.035028925,0.08291374,0.065229357,Abies concolor,320.501454,4.548573,9.097146,species_level
1343,northamerica_ca738,TRW,TRW,4,0.11993,AncientGroup_D_4,Cupressaceae,Calocedrus,Calocedrus decurrens (Torr.) Florin = Libocedrus decurrens Torr.,-120.39,38.54,1400,northamerica,California,Cold Dry,1940,2019,80,4,11,"4,5,6,7,8,9,10,11",8,73560,5.297651749,59.67248025,49.51109796,2.418306058,0.312930421,0.990330825,10.65562517,385.5600059,1270.444074,341.3126206,0.692285483,0.15480332,0.064593145,0.369980393,0.035028925,0.08291374,0.065229357,Calocedrus decurrens,304.673391,20.376636,40.753272,species_level
1344,northamerica_ca739,TRW,TRW,3,0.13282,AncientGroup_E_5,Pinaceae,Pinus,Pinus ponderosa Douglas ex C. Lawson,-120.39,38.54,1400,northamerica,California,Cold Dry,1940,2019,80,4,11,"4,5,6,7,8,9,10,11",8,73560,5.297651749,59.67248025,49.51109796,2.418306058,0.312930421,0.991611809,10.65562517,385.5600059,1270.444074,341.3126206,0.692285483,0.155540592,0.064593145,0.369980393,0.035028925,0.08291374,0.065229357,Pinus ponderosa,304.191162,20.858865,41.71773,species_level
1345,northamerica_ca740,TRW,TRW,4,0.12159,AncientGroup_E_5,Pinaceae,Pseudotsuga,Pseudotsuga menziesii (Mirb.) Franco,-120.39,38.54,1400,northamerica,California,Cold Dry,1940,2019,80,4,11,"4,5,6,7,8,9,10,11",8,73560,5.297651749,59.67248025,49.51109796,2.418306058,0.312930421,0.987733874,10.65562517,385.5600059,1270.444074,341.3126206,0.692285483,0.14873813,0.064593145,0.369980393,0.035028925,0.08291374,0.065229357,Pseudotsuga menziesii,323.048696,2.0013315,4.0026625,species_level
1346,northamerica_ca741,TRW,TRW,4,0.12303,AncientGroup_E_5,Pinaceae,Abies,Abies magnifica A. Murray,-123.53,40.32,1574,northamerica,California,Warm Humid,1940,2020,81,2,11,"2,3,4,5,6,7,8,9,10,11",10,71393,3.571134118,108.5064461,43.45116232,3.97514831,0.187304167,0.980057796,11.53370389,900.4530996,1427.063348,343.3461692,0.446417175,0.183203187,0.048423213,0.265523416,0.032857033,0.084744827,0.085145236,Abies magnifica,320.501454,4.548573,9.097146,species_level
1347,northamerica_ca742,TRW,TRW,3,0.16049,AncientGroup_E_5,Pinaceae,Abies,Abies magnifica A. Murray,-123.54,40.33,1574,northamerica,California,Warm Humid,1940,2020,81,2,11,"2,3,4,5,6,7,8,9,10,11",10,71393,3.571134118,108.5064461,43.45116232,3.97514831,0.187304167,0.996808003,11.53370389,900.4530996,1427.063348,343.3461692,0.446417175,0.186758335,0.048423213,0.265523416,0.032857033,0.084744827,0.085145236,Abies magnifica,320.501454,4.548573,9.097146,species_level
1348,northamerica_ca743,TRW,TRW,3,0.15951,AncientGroup_E_5,Pinaceae,Pseudotsuga,Pseudotsuga menziesii (Mirb.) Franco,-123.14,41.13,946,northamerica,California,Warm Humid,1940,2020,81,2,11,"2,3,4,5,6,7,8,9,10,11",10,69954,5.340703035,84.68060596,42.79251839,4.224676921,0.25528073,1.003747785,9.553580419,765.2938407,1392.055246,343.2540698,0.458714789,0.179638921,0.06343364,0.268016484,0.03230367,0.084846456,0.098146246,Pseudotsuga menziesii,323.048696,2.0013315,4.0026625,species_level
1349,northamerica_ca744,TRW,TRW,4,0.14534,AncientGroup_E_5,Pinaceae,Pinus,Pinus ponderosa Douglas ex C. Lawson,-118.52,36.26,1959,northamerica,California,Warm Dry,1940,2020,81,4,1,"4,5,6,7,8,9,10,11,12,1",10,77163,7.50473702,38.10592238,63.27747703,1.958560155,0.559152379,1.005430486,13.87629653,280.716055,1533.792951,341.118909,0.881127234,0.166131589,0.083255778,0.36204569,0.109729433,0.08337785,0.091924559,Pinus ponderosa,304.191162,20.858865,41.71773,species_level
1350,northamerica_can673,TRW,TRW,3,0.17253,AncientGroup_E_5,Pinaceae,Tsuga,Tsuga mertensiana (Bong.) Carrière,-121.63,49.16,1800,northamerica,Canada,Warm Humid,1940,2017,78,3,10,"3,4,5,6,7,8,9,10",8,58437,4.611389634,62.08931518,38.17822607,4.338170634,0.168805244,1.008680122,10.28750016,802.4230899,1112.916115,341.9346011,0.426805514,0.178757156,0.066656452,0.165480534,0.038752298,0.07796623,0.113245674,Tsuga mertensiana,314.829325,10.220702,20.441404,species_level
1351,northamerica_can674,TRW,TRW,3,0.14407,AncientGroup_E_5,Pinaceae,Tsuga,Tsuga mertensiana (Bong.) Carrière,-122.48,50.35,1430,northamerica,Canada,Cold Dry,1940,2018,79,6,9,"6,7,8,9",4,56996,2.217607993,34.82354323,30.32128096,1.863223891,0.100274657,1.04334247,9.42151915,254.5582322,571.3591678,338.6492791,0.403011798,0.146728304,0.076825565,0.270405331,0.055674824,0.080147398,0.157719201,Tsuga mertensiana,314.829325,10.220702,20.441404,species_level
1352,northamerica_can675,TRW,TRW,3,0.22315,AncientGroup_E_5,Pinaceae,Tsuga,Tsuga mertensiana (Bong.) Carrière,-126.89,52.29,1310,northamerica,Canada,Cold Humid,1940,2017,78,7,9,"7,8,9",3,54107,1.799358545,45.37729995,25.53397471,1.498605397,0.081347871,1.070103017,11.08333354,288.8564145,392.1974029,336.1434974,0.270186827,0.278035742,0.059195129,0.232031532,0.056674531,0.078203709,0.176588307,Tsuga mertensiana,314.829325,10.220702,20.441404,species_level
1353,northamerica_can676,TRW,TRW,2,0.14811,AncientGroup_E_5,Pinaceae,Picea,Picea engelmannii Parry ex Engelm.,-116.51,51.71,2102,northamerica,Canada,Polar,1940,2017,78,6,9,"6,7,8,9",4,54847,2.393745369,31.61029703,34.5738911,1.594435183,0.091461642,0.989568537,7.607371932,330.3410312,592.4366855,337.7813656,0.369943745,0.162247693,0.092896036,0.186931323,0.05477514,0.078032697,0.149409897,Picea engelmannii,317.850258,7.199769,14.399538,species_level
1354,northamerica_can677,TRW,TRW,3,0.1184,AncientGroup_E_5,Pinaceae,Picea,Picea engelmannii Parry ex Engelm.,-118.13,51.17,1575,northamerica,Canada,Cold Humid,1940,2017,78,5,10,"5,6,7,8,9,10",6,55564,4.445312328,50.88680446,44.60920322,4.031740992,0.171748216,1.005856803,8.626495866,631.4577024,842.9375869,341.2867948,0.446478687,0.142459789,0.07397073,0.197413746,0.048947371,0.077744479,0.122474739,Picea engelmannii,317.850258,7.199769,14.399538,species_level
1355,northamerica_can678,TRW,TRW,4,0.13103,AncientGroup_E_5,Pinaceae,Picea,Picea engelmannii Parry ex Engelm.,-118.97,50.81,1634,northamerica,Canada,Cold Dry,1940,2017,78,7,10,"7,8,9,10",4,56283,5.39790594,39.89206767,35.57100084,3.719146832,0.26103939,1.218771594,10.92948735,307.4346206,476.8059761,341.8248914,0.538927222,0.179228646,0.068107583,0.248942039,0.053454724,0.077506736,0.141604439,Picea engelmannii,317.850258,7.199769,14.399538,species_level
1356,northamerica_can679,TRW,TRW,2,0.28754,AncientGroup_E_5,Pinaceae,Pinus,Pinus ponderosa Douglas ex C. Lawson,-121.27,50.54,490,northamerica,Canada,Arid,1940,2018,79,3,10,"3,4,5,6,7,8,9,10",8,56278,5.7263084,14.68425697,39.8471841,3.54547772,0.20966753,1.036727703,8.704588761,233.9164599,1103.564598,344.0723188,0.46750881,0.289562625,0.07856051,0.186776444,0.044032099,0.079859483,0.106280656,Pinus ponderosa,304.191162,20.858865,41.71773,species_level
1357,northamerica_can683,TRW,TRW,4,0.12218,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-68.11,51.64,948.22168,northamerica,Canada,Cold Humid,1940,2020,81,5,10,"5,6,7,8,9,10",6,54944,5.337172145,29.54986003,57.89058783,6.226252146,0.114356845,1.029365402,8.526954875,629.3506272,1031.306891,341.4596362,0.303362451,0.17646423,0.08542266,0.094469556,0.039106686,0.084183624,0.084603332,Picea glauca,317.850258,7.199769,14.399538,species_level
1358,northamerica_can684,TRW,TRW,3,0.09393,AncientGroup_E_5,Pinaceae,Abies,Abies balsamea (L.) Mill.,-68.11,51.66,828.858459,northamerica,Canada,Cold Humid,1940,2020,81,5,10,"5,6,7,8,9,10",6,54944,5.337172145,29.54986003,57.89058783,6.226252146,0.114356845,1.049503118,8.526954875,629.3506272,1031.306891,341.4596362,0.303362451,0.107263343,0.08542266,0.094469556,0.039106686,0.084183624,0.084603332,Abies balsamea,320.501454,4.548573,9.097146,species_level
1359,northamerica_can685,TRW,TRW,4,0.11468,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-68.11,51.66,828.858459,northamerica,Canada,Cold Humid,1940,2020,81,5,10,"5,6,7,8,9,10",6,54944,5.337172145,29.54986003,57.89058783,6.226252146,0.114356845,0.98688996,8.526954875,629.3506272,1031.306891,341.4596362,0.303362451,0.153294458,0.08542266,0.094469556,0.039106686,0.084183624,0.084603332,Picea glauca,317.850258,7.199769,14.399538,species_level
1360,northamerica_can686,TRW,TRW,4,0.09474,AncientGroup_E_5,Pinaceae,Abies,Abies balsamea (L.) Mill.,-68.11,51.66,643.562622,northamerica,Canada,Cold Humid,1940,2020,81,5,10,"5,6,7,8,9,10",6,54944,5.337172145,29.54986003,57.89058783,6.226252146,0.114356845,1.070325977,8.526954875,629.3506272,1031.306891,341.4596362,0.303362451,0.125693938,0.08542266,0.094469556,0.039106686,0.084183624,0.084603332,Abies balsamea,320.501454,4.548573,9.097146,species_level
1361,northamerica_can687,TRW,TRW,4,0.10857,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-68.11,51.66,643.562622,northamerica,Canada,Cold Humid,1940,2020,81,5,10,"5,6,7,8,9,10",6,54944,5.337172145,29.54986003,57.89058783,6.226252146,0.114356845,1.077051675,8.526954875,629.3506272,1031.306891,341.4596362,0.303362451,0.151738896,0.08542266,0.094469556,0.039106686,0.084183624,0.084603332,Picea glauca,317.850258,7.199769,14.399538,species_level
1362,northamerica_can688,TRW,TRW,4,0.11173,AncientGroup_E_5,Pinaceae,Picea,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.",-68.11,51.67,553.283081,northamerica,Canada,Cold Humid,1940,2020,81,5,10,"5,6,7,8,9,10",6,54944,5.337172145,29.54986003,57.89058783,6.226252146,0.114356845,0.987635916,8.526954875,629.3506272,1031.306891,341.4596362,0.303362451,0.134727533,0.08542266,0.094469556,0.039106686,0.084183624,0.084603332,Picea mariana,317.850258,7.199769,14.399538,species_level
1363,northamerica_can689,TRW,TRW,4,0.10538,AncientGroup_E_5,Pinaceae,Picea,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.",-68.11,51.68,436.984161,northamerica,Canada,Cold Humid,1940,2020,81,5,10,"5,6,7,8,9,10",6,54944,5.337172145,29.54986003,57.89058783,6.226252146,0.114356845,0.985955549,8.526954875,629.3506272,1031.306891,341.4596362,0.303362451,0.131915689,0.08542266,0.094469556,0.039106686,0.084183624,0.084603332,Picea mariana,317.850258,7.199769,14.399538,species_level
1364,northamerica_can690,TRW,TRW,4,0.14332,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-68.68,51.45,918.674805,northamerica,Canada,Cold Humid,1940,2020,81,6,10,"6,7,8,9,10",5,55663,5.171725069,24.97693031,60.76153551,5.620021466,0.12124911,1.021706934,9.728642123,531.46791,836.8832804,340.1387539,0.31436336,0.209306627,0.075282834,0.108308595,0.036498568,0.084084955,0.094156487,Picea glauca,317.850258,7.199769,14.399538,species_level
1365,northamerica_can691,TRW,TRW,4,0.1435,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-68.68,51.45,922.168701,northamerica,Canada,Cold Humid,1940,2020,81,6,10,"6,7,8,9,10",5,55663,5.171725069,24.97693031,60.76153551,5.620021466,0.12124911,1.01254319,9.728642123,531.46791,836.8832804,340.1387539,0.31436336,0.217840155,0.075282834,0.108308595,0.036498568,0.084084955,0.094156487,Picea glauca,317.850258,7.199769,14.399538,species_level
1366,northamerica_can692,TRW,TRW,4,0.14727,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-68.68,51.45,916.913086,northamerica,Canada,Cold Humid,1940,2020,81,6,10,"6,7,8,9,10",5,55663,5.171725069,24.97693031,60.76153551,5.620021466,0.12124911,1.018126369,9.728642123,531.46791,836.8832804,340.1387539,0.31436336,0.194738993,0.075282834,0.108308595,0.036498568,0.084084955,0.094156487,Picea glauca,317.850258,7.199769,14.399538,species_level
1367,northamerica_can693,TRW,TRW,3,0.11401,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-68.69,51.45,884.122314,northamerica,Canada,Cold Humid,1940,2020,81,6,10,"6,7,8,9,10",5,55663,5.171725069,24.97693031,60.76153551,5.620021466,0.12124911,1.00829597,9.728642123,531.46791,836.8832804,340.1387539,0.31436336,0.150082071,0.075282834,0.108308595,0.036498568,0.084084955,0.094156487,Picea glauca,317.850258,7.199769,14.399538,species_level
1368,northamerica_can717,TRW,TRW,4,0.1289,AncientGroup_E_5,Pinaceae,Picea,Picea engelmannii Parry ex Engelm.,-117.4,49.59,1727,northamerica,Canada,Cold Humid,1940,2020,81,7,9,"7,8,9",3,57726,2.787136705,36.09930567,22.6233477,1.635480465,0.178702109,1.108874212,11.81934175,210.3864238,400.6925966,342.5577307,0.593876992,0.212240273,0.075512925,0.365659912,0.067206393,0.083660329,0.176865687,Picea engelmannii,317.850258,7.199769,14.399538,species_level
1369,northamerica_can718,TRW,TRW,4,0.11962,AncientGroup_E_5,Pinaceae,Picea,Picea engelmannii Parry ex Engelm.,-117.43,49.39,1563,northamerica,Canada,Cold Dry,1940,2020,81,5,10,"5,6,7,8,9,10",6,58446,4.393601511,44.1365362,41.89652973,3.335799727,0.224628558,0.984759513,10.02510305,474.1345758,844.0209146,345.7451611,0.525662194,0.158324557,0.066727481,0.215962275,0.046375688,0.083705416,0.13531252,Picea engelmannii,317.850258,7.199769,14.399538,species_level
1370,northamerica_cana196,TRW,TRW,4,0.16733,AncientGroup_E_5,Pinaceae,Pinus,Pinus banksiana Lamb.,-103.83,57.85,426,northamerica,Saskatchewan,Cold Humid,1940,2002,63,5,9,"5,6,7,8,9",5,46233,4.454903997,23.79271671,43.98690761,5.439140572,0.138769686,1.059612056,10.67111129,328.1984194,743.3276487,328.7073203,0.435829745,0.241336237,0.068978112,0.11176682,0.069930939,0.05354554,0.095608763,Pinus banksiana,304.191162,20.858865,41.71773,species_level
1371,northamerica_cana197,TRW,TRW,3,0.20173,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-103.83,57.85,426,northamerica,Saskatchewan,Cold Humid,1940,2002,63,5,9,"5,6,7,8,9",5,46233,4.454903997,23.79271671,43.98690761,5.439140572,0.138769686,1.014562427,10.67111129,328.1984194,743.3276487,328.7073203,0.435829745,0.260715076,0.068978112,0.11176682,0.069930939,0.05354554,0.095608763,Picea glauca,317.850258,7.199769,14.399538,species_level
1372,northamerica_cana198,TRW,TRW,3,0.14791,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-102.78,54.93,315,northamerica,Saskatchewan,Cold Dry,1940,2001,62,5,10,"5,6,7,8,9,10",6,50555,5.533333708,27.54386068,59.15042728,5.763029903,0.183778195,1.003640254,11.39489267,343.3838761,915.0962779,329.0452517,0.450103302,0.213152534,0.058691032,0.159786518,0.04760884,0.051895625,0.099457481,Picea glauca,317.850258,7.199769,14.399538,species_level
1373,northamerica_cana199,TRW,TRW,4,0.17068,AncientGroup_E_5,Pinaceae,Picea,Picea spp. A. Dietr.,-104.68,55.55,355,northamerica,Saskatchewan,Cold Humid,1940,2001,62,5,10,"5,6,7,8,9,10",6,49111,5.592964194,24.39449615,60.49442314,6.151182793,0.182191179,0.976896301,10.59327977,323.4274246,908.1953204,328.5583316,0.445962003,0.210583873,0.060673294,0.133355224,0.050124652,0.051807826,0.088382704,Picea spp.,317.850258,7.199769,14.399538,species_level
1374,northamerica_cana200,TRW,TRW,4,0.1383,AncientGroup_E_5,Pinaceae,Pinus,Pinus banksiana Lamb.,-106.88,57.55,510,northamerica,Saskatchewan,Cold Humid,1940,2002,63,5,9,"5,6,7,8,9",5,46227,4.214383581,21.01489946,49.62132735,5.097646338,0.132650793,0.94045938,11.46222243,280.6650844,858.442108,329.2667447,0.46185174,0.1972232,0.063831008,0.085832534,0.052384303,0.053595567,0.0978718,Pinus banksiana,304.191162,20.858865,41.71773,species_level
1375,northamerica_cana201,TRW,TRW,5,0.13852,AncientGroup_E_5,Pinaceae,Pinus,Pinus banksiana Lamb.,-107.58,56.82,500,northamerica,Saskatchewan,Cold Humid,1940,2002,63,4,10,"4,5,6,7,8,9,10",7,47665,6.579328865,27.10360864,56.60739353,5.896653593,0.175473281,0.971375945,9.075510345,335.560323,1057.988859,330.5146839,0.414552795,0.366562244,0.082109071,0.136661786,0.050497508,0.0534373,0.093945817,Pinus banksiana,304.191162,20.858865,41.71773,species_level
1376,northamerica_cana202,TRW,TRW,4,0.24009,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-106.43,55.7,390,northamerica,Saskatchewan,Cold Dry,1940,2001,62,5,10,"5,6,7,8,9,10",6,49108,5.519636347,24.0357878,59.6928568,5.967552671,0.181438307,1.064529447,10.90080667,336.4548445,906.0845592,328.7539465,0.458794182,0.302062905,0.058213957,0.089644477,0.053947129,0.051906534,0.090693399,Picea glauca,317.850258,7.199769,14.399538,species_level
1377,northamerica_cana203,TRW,TRW,4,0.1192,AncientGroup_E_5,Pinaceae,Pinus,Pinus banksiana Lamb.,-105.5,57.07,540,northamerica,Saskatchewan,Cold Humid,1940,2002,63,5,9,"5,6,7,8,9",5,46950,4.187674093,20.94145898,48.76127286,5.353495459,0.137494442,0.919284149,11.56253989,304.0571489,857.2660168,328.8362308,0.466653566,0.191092531,0.062963275,0.094534831,0.05178226,0.053584473,0.094876006,Pinus banksiana,304.191162,20.858865,41.71773,species_level
1378,northamerica_cana204,TRW,TRW,5,0.13514,AncientGroup_E_5,Pinaceae,Pinus,Pinus banksiana Lamb.,-106.13,57.42,500,northamerica,Saskatchewan,Cold Humid,1940,2002,63,5,9,"5,6,7,8,9",5,46948,4.175984255,20.01602788,48.03066238,5.303242911,0.135225926,0.929522928,11.60761923,295.2190524,851.6554017,328.8706641,0.471630989,0.22145324,0.060748575,0.068924565,0.052174547,0.053586041,0.09560711,Pinus banksiana,304.191162,20.858865,41.71773,species_level
1379,northamerica_cana205,TRW,TRW,4,0.19314,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-104.73,55.63,360,northamerica,Saskatchewan,Cold Humid,1940,2002,63,5,10,"5,6,7,8,9,10",6,49111,5.626112691,24.29491861,60.33095563,6.147425158,0.183342794,1.049567709,10.57962983,323.0873068,906.9584772,329.1786017,0.445931028,0.343142484,0.061123629,0.132678022,0.050949659,0.053427551,0.087674866,Picea glauca,317.850258,7.199769,14.399538,species_level
1380,northamerica_cana207,TRW,TRW,3,0.11026,AncientGroup_E_5,Pinaceae,Picea,"Picea mariana (Mill.) Britton, Sterns, & Poggenb.",-103.2,56.65,360,northamerica,Saskatchewan,Cold Humid,1940,2001,62,5,10,"5,6,7,8,9,10",6,47674,5.8436855,26.43520264,64.67679754,6.373098538,0.182366415,0.949869448,9.623118442,352.238715,903.3831983,328.4154995,0.408864655,0.14134576,0.071172004,0.151326893,0.052687148,0.051815134,0.091305389,Picea mariana,317.850258,7.199769,14.399538,species_level
1381,northamerica_cana208,TRW,TRW,3,0.26647,AncientGroup_E_5,Pinaceae,Pinus,Pinus banksiana Lamb.,-102.97,56.5,410,northamerica,Saskatchewan,Cold Humid,1940,2002,63,5,10,"5,6,7,8,9,10",6,48395,5.782657398,27.53589261,63.86595043,6.389879438,0.182867662,1.027157133,9.741534567,358.1809581,913.7015326,328.9119794,0.406131,0.27385978,0.0708508,0.156303291,0.051849709,0.053453696,0.094856184,Pinus banksiana,304.191162,20.858865,41.71773,species_level
1382,northamerica_cana209,TRW,TRW,3,0.2065,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-61.6,57.92,100,northamerica,Newfoundland,Polar,1940,2001,62,7,9,"7,8,9",3,46317,2.278181048,10.50684409,54.71125877,3.501010982,0.038422788,1.215663054,6.746774322,215.9451654,424.1276539,322.5665147,0.183035016,0.199842416,0.096008793,0.102581905,0.065276158,0.052486179,0.163086259,Picea glauca,317.850258,7.199769,14.399538,species_level
1383,northamerica_cana212,TRW,TRW,5,0.20124,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-112,59,209,northamerica,Alberta,Cold Humid,1940,2000,61,6,9,"6,7,8,9",4,44777,3.484409188,18.49183466,56.3994747,3.472011658,0.139078405,1.027242927,13.50901663,196.3229546,662.0325646,326.3427019,0.489782885,0.392948113,0.054591637,0.226619302,0.061038791,0.049841597,0.109688825,Picea glauca,317.850258,7.199769,14.399538,species_level
1384,northamerica_cana214,TRW,TRW,5,0.18665,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-111.6,58.9,209,northamerica,Alberta,Cold Dry,1940,2000,61,6,9,"6,7,8,9",4,44777,3.484409188,18.49183466,56.3994747,3.472011658,0.139078405,0.959786103,13.50901663,196.3229546,662.0325646,326.3427019,0.489782885,0.377492289,0.054591637,0.226619302,0.061038791,0.049841597,0.109688825,Picea glauca,317.850258,7.199769,14.399538,species_level
1385,northamerica_cana217,TRW,TRW,5,0.1863,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-111.5,58.37,75,northamerica,Alberta,Cold Dry,1940,2000,61,4,10,"4,5,6,7,8,9,10",7,45498,6.519082857,21.02380107,60.91105076,5.527020309,0.178236608,0.957949463,9.454801096,288.4606613,1065.52821,330.150968,0.413098109,0.30217985,0.084478165,0.177371558,0.050628214,0.050068807,0.108623714,Picea glauca,317.850258,7.199769,14.399538,species_level
1386,northamerica_cana218,TRW,TRW,5,0.23077,AncientGroup_E_5,Pinaceae,Picea,Picea glauca (Moench) Voss,-112.5,58.5,209,northamerica,Alberta,Cold Humid,1940,2000,61,5,10,"5,6,7,8,9,10",6,45496,5.645215385,21.00506849,66.03075047,4.938871894,0.169530514,1.076872656,10.56612041,275.6524634,917.7090503,329.6697015,0.426185758,0.325183507,0.067864727,0.191393707,0.055603938,0.050083083,0.109089575,Picea glauca,317.850258,7.199769,14.399538,species_level
1387,northamerica_cana243,TRW,TRW,4,0.27895,AncientGroup_E_5,Pinaceae,Pinus,Pinus strobus L.,-94,50.32,321,northamerica,Ontario,Cold Dry,1940,2004,65,4,10,"4,5,6,7,8,9,10",7,57053,6.4433708,36.37308178,50.91151651,6.403126472,0.179505155,1.195696254,11.26351671,499.8969322,1142.656423,330.5085901,0.433029625,0.297545157,0.069744498,0.159467054,0.038944929,0.056495507,0.116119001,Pinus strobus,311.820656,13.2293715,26.458743,species_level
1388,northamerica_cana244,TRW,TRW,4,0.17637,AncientGroup_E_5,Pinaceae,Pinus,Pinus strobus L.,-91.13,49.12,493,northamerica,Ontario,Cold Dry,1940,2003,64,5,10,"5,6,7,8,9,10",6,58498,5.240681248,30.23796095,55.83606879,6.37236698,0.142578603,1.043882749,12.20781271,524.1640718,1014.571982,328.5059417,0.396353144,0.209683633,0.051757145,0.152614624,0.042291318,0.054861501,0.102734177,Pinus strobus,311.820656,13.2293715,26.458743,species_level
1389,northamerica_cana245,TRW,TRW,4,0.21598,AncientGroup_E_5,Pinaceae,Pinus,Pinus resinosa Aiton,-93.9,49.07,339,northamerica,Ontario,Cold Dry,1940,2004,65,4,10,"4,5,6,7,8,9,10",7,58493,6.189094358,37.72362803,48.82240992,6.286921899,0.176826629,1.033554806,11.96285734,518.9600084,1141.169644,330.6879135,0.456043323,0.274956414,0.063493179,0.156142075,0.035044863,0.056350103,0.112311247,Pinus resinosa,304.191162,20.858865,41.71773,species_level
1390,northamerica_cana246,TRW,TRW,4,0.20684,AncientGroup_E_5,Pinaceae,Pinus,Pinus resinosa Aiton,-93.52,50.07,376,northamerica,Ontario,Cold Dry,1940,2004,65,4,10,"4,5,6,7,8,9,10",7,57053,6.4433708,36.37308178,50.91151651,6.403126472,0.179505155,1.197737187,11.26351671,499.8969322,1142.656423,330.5085901,0.433029625,0.304449629,0.069744498,0.159467054,0.038944929,0.056495507,0.116119001,Pinus resinosa,304.191162,20.858865,41.71773,species_level
